Farmacia ;latitude;longitude
Farmàcia Yuste Botey, Miquel Àngel;2.0330929;41.3366944
Farmàcia Huguet;1.9972088;41.4211372
Farmàcia Gibert;1.9973116;41.4251417
Farmàcia Rosa M. Àlvarez Fernández;2.0625329;41.3596843
Farmàcia Montserrat Pages Pujol;2.056686;41.3661437
Farmàcia Torreblanca;2.0576471;41.3768045
Farmàcia Carreras, M. Carme - Quintilla Patiño;2.0597484;41.3628155
Farmàcia M. Dolors Pages Pujol;2.0564808;41.3679917
Farmàcia Albert Lozano Rocabeyera;2.053833;41.3654274
Farmàcia Vigouroux, Nina Coral;2.0574205;41.3670904
Farmàcia Taulé Martí;2.0452999;41.3802775
Farmàcia M. Encarnació Calvo Gil;2.0517406;41.3832623
Farmàcia Eva Tolsa Domènech;2.0483787;41.3861134
Farmàcia Miranda Flores, A. Santiago;2.0420782;41.3860754
Farmàcia Sylvia Pares Templer;2.0447587;41.3817373
Farmàcia Mireia Garrido Roman;2.045915;41.3807795
Farmàcia M. Carmen Serramià Bruxola;2.0866985;41.323106
Farmàcia Fernando Albasanz Olaortua;2.0934862;41.3250592
Farmàcia Jaume Casas Pla;2.0988828;41.3291352
Farmàcia Anna Portillo Fabró;2.0980319;41.3313895
Farmàcia Sant Cosme;2.0860894;41.3167164
Farmàcia Xavier Casas Sánchez;2.0949578;41.3219591
Farmàcia Marta Bosch Grañé;2.0969999;41.3252958
Farmàcia L. Torreguitart - L. Guerrero - S. Pallí;2.076045;41.3028387
Farmàcia Zuriñe Ventosa Barrón;2.0899797;41.3243867
Farmàcia M. Elena Pimentel Godoy;2.089382;41.3171787
Farmàcia Rosa Sánchez Calucho;2.1017848;41.3244326
Farmàcia Garriga - Guimerà;2.0945445;41.3304555
Farmàcia Eva Milà Prünte;2.098663;41.3270837
Farmàcia Plaça Catalunya;2.0919107;41.3231392
Farmàcia R. Catalan Gili - M. Catalan Salaberría;2.0912476;41.3221509
Farmàcia M. Mercedes Fabró Yagüe;2.0932845;41.329773
Farmàcia Jorge Casas Sánchez;2.0980035;41.3204847
Farmàcia Marta Mercè Llull Ferro;2.0988429;41.3233303
Farmàcia Esther Marín Parés;2.0964772;41.3293889
Farmàcia Marta Calduch Porta;2.0738237;41.3852616
Farmàcia SílviaSans Ballester;2.080273;41.3753412
Farmàcia Fernando Bondia Martínez;2.0707818;41.3800261
Farmàcia Noemí Moran Martín;2.0811197;41.3829641
Farmàcia Sofía de Medrano Tiana;2.0820732;41.3812702
Farmàcia M. Arderiu;2.0772438;41.3831571
Farmàcia Gaudí 4;2.0687672;41.3727949
Farmàcia Jaume Salom Coll;2.0734706;41.3830603
Farmàcia Montserrat Illa Serradell;2.0791189;41.3577034
Farmàcia José Antonio Vidal Caron;2.0851387;41.3651628
Farmàcia María Boncompte Vilanova;2.0710678;41.3671115
Farmàcia de la Rambla;2.0722266;41.3548317
Farmàcia Feliubadaló;2.0847685;41.3631425
Farmàcia Maria Rosa Serentill Rovira;2.0876694;41.3525721
Farmàcia Margarita Faig Soler;2.0783841;41.3649948
Farmàcia Juan García González;2.0662475;41.3551577
Farmàcia Carles Gali Mansanet;2.0863209;41.3659645
Farmàcia Montañés;2.073712;41.3670046
Farmàcia Neus Reig Ortiz;2.0742312;41.364582
Farmàcia Ramon Gelabert Camprubí;2.069202;41.3531342
Farmàcia Beltran;2.0738963;41.3589983
Farmàcia González de Pedro Juan, Javier;2.0727554;41.3619956
Farmàcia Maria Belén Solores Girón;2.0751084;41.3629365
Farmàcia Anna Riba Mas;2.0795236;41.3606932
Farmàcia Jordi Clapès Rodríguez;2.0737934;41.3680763
Farmàcia Bonestar;2.0745738;41.3574755
Farmàcia Esther Castillo Sánchez;2.0719033;41.3653398
Farmàcia Morató;2.077523;41.3636955
Farmàcia del Castell;2.0721044;41.3535163
Farmàcia Prieto Verdaguer, A - Fonollà Reñé, M;2.0794199;41.3626466
Farmàcia Bellmunt;2.0733758;41.3525804
Farmàcia Anna M. Colom Noguera Castellví;2.0744607;41.3509456
Farmàcia Federico Carapuig Ordoñez;2.1047433;41.412991
Farmàcia Plaza Ibiza;2.1041088;41.3710125
Farmàcia Josep Miquel Simon Baron;2.1033286;41.3742596
Farmàcia García Barquin, MD - Pérez García, EV;2.1066492;41.3755683
Farmàcia Juan Ignacio Risco Urraco;2.1113329;41.3760077
Farmàcia José García Brocos;2.1003318;41.3706341
Farmàcia Collblanc 243;2.1007243;41.3762993
Farmàcia M. Teresa Massagué Vendrell;2.1092071;41.3849916
Farmàcia Juan Javier Permanyer Fàbregas;2.0918166;41.375184
Farmàcia Magdalena Sabaté Galobardes;2.0995646;41.3749984
Farmàcia Albert Ventura Miserachs;2.0979383;41.3710626
Farmàcia Carles Melchor Peirats;2.109514;41.373096
Farmàcia Francesc Molins Roca;2.102062;41.3720886
Farmàcia Finestrelles;2.1008467;41.3847445
Farmàcia M. Carme i Mercè Morales Espina;2.1075845;41.3708882
Farmàcia Lluís Sánchez Peña;2.0988522;41.3727649
Farmàcia La Florida;2.1122089;41.3703374
Farmàcia Antoni Monasterio Sánchez;2.1018147;41.3752761
Farmàcia Lucía Fullana Barceló;2.1348506;41.4089703
Farmàcia Carrilet 208;2.1115824;41.3613936
Farmàcia Massagué;2.0984966;41.3623162
Farmàcia Concepció Soler Segon;2.1073143;41.3522883
Farmàcia Miguel Isidro Úbeda Galindo;2.1018997;41.3691043
Farmàcia Marc Trobat Domenech;2.1098295;41.3662553
Farmàcia Immaculada Soucheiron Almela;2.105117;41.3607675
Farmàcia Joan Pares Lucini;2.1085681;41.369316
Farmàcia Casanova Puigmartí, A.- Bagaria Casanova;2.1099241;41.3711684
Farmàcia C. Roquet;2.1082979;41.3680019
Farmàcia Ramon Gabarró Solé;2.1036848;41.3660953
Farmàcia Juana M. Pérez Morales;2.1004799;41.3572076
Farmàcia Rodergas;2.1113057;41.3634645
Farmàcia Daniel Perez Marti;2.0983646;41.3576742
Farmàcia Miriam Elizabeth Giler Solorzano;2.1096988;41.3540874
Farmàcia Luis Miguel Barberan Parcerisas;2.1006697;41.3662158
Farmàcia Can Pelegrí;2.0989928;41.3688712
Farmàcia García - Navarro;2.1115208;41.3524369
Farmàcia Galindo-Martín;2.0992176;41.3653578
Farmàcia Termes;2.0985424;41.3595609
Farmàcia Dasca;2.1016178;41.3594804
Farmàcia Muñoz;2.1006099;41.3596209
Farmàcia Carlos Moreno Sánchez;2.111865;41.367918
Farmàcia Carme Martí Mas;2.108217;41.3640662
Farmàcia Sanfeliu;2.1009874;41.3620695
Farmàcia Francesc Navarro García;2.1073284;41.3599164
Farmàcia Immaculada Curos Puntí;2.1233233;41.388498
Farmàcia Teresa Campos García;2.1310318;41.3908816
Farmàcia Mitre;2.1311929;41.3932926
Farmàcia Trinquet;2.1209508;41.3954896
Farmàcia Surribas;2.1248663;41.3937324
Farmàcia José Antonio Serrano Gil;2.1359509;41.39952
Farmàcia Pilar Gazulla Abio;2.127806;41.3983279
Farmàcia Codina Vàzquez, M. Victòria;2.1345133;41.4042525
Farmàcia F. Massana;2.1264211;41.3951509
Farmàcia Josep Castellví Altimira;2.1249511;41.3982875
Farmàcia Xavier i Elisenda Casals;2.1308773;41.3979316
Farmàcia Encarnació Marin Sánchez;2.1256151;41.3899793
Farmàcia Anna Maria Perera Francisco;2.122405;41.3945136
Farmàcia Enriqueta López Juan;2.1268769;41.3925463
Farmàcia Andreu Lleal, M. Assumpció;2.1339699;41.3997528
Farmàcia Clara García Brosa;2.1341245;41.3970749
Farmàcia Montserrat Ros Antolinos;2.1230048;41.396455
Farmàcia Maria Àngels Beumala Llunell;2.113806;41.3953489
Farmàcia Núria Pietro Ramos;2.1271345;41.396223
Farmàcia Susagna Lucas Male;2.1328011;41.393793
Farmàcia Adsara Dalmau - Adsara Grau;2.1243172;41.3637279
Farmàcia Tarrés Torras, Antonio;2.112881;41.3546426
Farmàcia Alias Faya, Ana M.;2.1133443;41.3668406
Farmàcia Mateu Cervelló, M. - Bescos Mateu, E.;2.1204321;41.3647899
Farmàcia Morales Ballús, Mònica;2.1186825;41.3695265
Farmàcia Santos del Rio, M. Concepción;2.1208352;41.3697998
Farmàcia Vilarroya Oliver, Núria;2.1227555;41.3694112
Farmàcia Torrents Bergé, Javier;2.1365391;41.357896
Farmàcia Sainz Varona, Maria del Pilar;2.1254069;41.3690048
Farmàcia Totosaus Arribas, M. del Pilar;2.1141341;41.3691244
Farmàcia Perez Saez, Sonia;2.15702;41.4344383
Farmàcia Bosch de Basea Cusco, M. Dolors;2.1520226;41.4259729
Farmàcia Padro Alcoverro, Enric;2.1557107;41.4254729
Farmàcia Pagano Roson, Fèlix;2.1476989;41.4306122
Farmàcia Boixeda Batllori, C/ Purset Boixeda, MB;2.153439;41.4243799
Farmàcia Montbau;2.1416522;41.4338234
Farmàcia Garrabé Canet, M. Teresa;2.1552154;41.4268851
Farmàcia Montaña Sabaté, Judith;2.1536026;41.4253691
Farmàcia Agustí Vidal, M. Isabel;2.1585105;41.4278891
Farmàcia Albert Marqués;2.129956;41.3785724
Farmàcia M. Neus Forcada Llamusí;2.1334412;41.3707621
Farmàcia Carreras Candi;2.1277579;41.3732328
Farmàcia Josep M. Puig Romeu;2.1198915;41.3739062
Farmàcia Maria Bravo Samaniego;2.1294405;41.3708877
Farmàcia Núria Raga Pedrosa;2.1277279;41.3749713
Farmàcia M. Dolores Quilis García;2.1292659;41.3756338
Farmàcia Rosa M. Vives Ribé;2.1218906;41.3769604
Farmàcia Jaime Totosaus Raventós;2.117119;41.3704556
Farmàcia Agustí Pujadas Sarret;2.1210988;41.3705471
Farmàcia Ana Salcedo Pujantell;2.1199327;41.3784628
Farmàcia Boada;2.1318451;41.3775338
Farmàcia Anna M. Beltran Capafons;2.1174625;41.371872
Farmàcia Bertran Gómez - Camacho Pelaez;2.1209393;41.3722777
Farmàcia Roser Bosch Sais;2.1147191;41.3732964
Farmàcia Augé Lidón, Maria Assumpció;2.1285342;41.3838515
Farmàcia José Hernández Fernández Blasa;2.1126363;41.3722559
MT Farmàcia;2.125596;41.3853774
Farmàcia M. Remei Pouplana Castelló;2.1297676;41.3872156
Farmàcia Teresa Bea Cahué;2.1288489;41.3782631
Farmàcia Sonia Jiménez Cara;2.1331458;41.3753274
Farmàcia M. Boronat;2.1340663;41.384189
Farmàcia Carme Morales Pujol;2.1224693;41.3736647
Farmàcia Anna Orobitg Blanch;2.1290891;41.385405
Farmàcia Boada;2.1328293;41.3747608
Farmàcia León Zamorano, Jorge i Mayte;2.1299761;41.3810174
Farmàcia J. Estruch;2.131451;41.3733609
Farmàcia Dàmaris;2.1305343;41.3764433
Farmàcia Elvira Rocha Rosal;2.1353292;41.3759765
Farmàcia Miguel Sola Martín;2.1309756;41.3798863
Farmàcia Cristina González-Adrio Wagner;2.126651;41.3771013
Farmàcia F. Xavier Miquel Carbó;2.1237273;41.3760758
Farmàcia Elena Serra Busquet;2.1257561;41.3795126
Farmàcia Escoda Escoda, Mercedes;2.1287377;41.3766187
Farmàcia Sancho;2.1143413;41.3717824
Farmàcia Gabriel Blasco, Carles Asco;2.1178826;41.3729091
Farmàcia Maria Carmen Fernández Pérez;2.1354855;41.3879744
Farmàcia Anna Maria Lladó Almonacid;2.1242281;41.3778601
Farmàcia Natalie Delesie;2.1314978;41.3715766
Farmàcia Bofarull;2.219349;41.4546525
Farmàcia M.D. Xirau Vergés;2.2432993;41.4555527
Farmàcia Gotzens;2.2441947;41.4518325
Farmàcia Roca Bermudez de Castro, Carles;2.1503217;41.4114872
Farmàcia Bravo Anaya, Núria;2.1509008;41.4240604
Farmàcia Rubio Gamarro, Esther;2.1476226;41.4164007
Farmàcia Margarita Reig Lavernia;2.1448391;41.4138429
Farmàcia San Martín Cervera, Helena;2.1481964;41.4219694
Farmàcia Ana Rosselló Busquet;2.1543601;41.4109584
Farmàcia Parés Casalà, Marta;2.1493717;41.409127
Farmàcia Martin Sancho, M. Teresa;2.1488468;41.4231462
Farmàcia Moratalla Nohales, Yolanda;2.1583687;41.4202901
Farmàcia Pérez García, Maria Carmen;2.1557114;41.4072479
Farmàcia Masip Masip, Pilar;2.1519918;41.421501
Farmàcia Belloc Díaz, Concepció;2.1444652;41.4077986
Farmàcia Galvez Serrano, Concepció;2.159356;41.4148462
Farmàcia León Berrocal, Maria;2.1466692;41.4131935
Farmàcia Pérez Matute, Anna Cristina;2.1520197;41.4221512
Farmàcia Bregante Soriano, Teresa;2.1359894;41.4161064
Farmàcia Tutzó Martín, Gemma;2.1564182;41.4086458
Farmàcia Fernàndez Moreno, Miguel;2.1587351;41.4170374
Farmàcia Barau, Mercè - Tribó, Gemma;2.1547981;41.412425
Farmàcia Pararols Valldaura, Cristina;2.1523707;41.4112934
Farmàcia Casajuana Ribalta, Rita;2.144542;41.4062584
Farmàcia Vilas Masó, Anna;2.1385454;41.4136932
Farmàcia Moreno Yuste, Maria;2.1396679;41.4134338
Farmàcia González Mercader, Margarita;2.1583012;41.4145544
Farmàcia Martin Mateo, M. Concepció;2.1455899;41.4221402
Farmàcia Carrera Rodríguez, Elisa;2.153713;41.4070215
Farmàcia M. Carme Gómez Fernández;2.1539759;41.4211617
Farmàcia Barberà Maré, Elisabet;2.1454186;41.4213943
Farmàcia Reguera Borrego, Herminia;2.1524524;41.4209269
Farmàcia Martínez Pardo, Isabel;2.1582527;41.4114676
Farmàcia Salud Morella, Laura;2.1534018;41.4014693
Farmàcia García Llorente, Carlos;2.1384832;41.396282
Farmàcia Guix, Rosa - Giné, Mar;2.1455569;41.4022039
Farmàcia Montserrat Miquel;2.151343;41.3983397
Farmàcia Samaranch Vandellós-Samaranch Mirada;2.1484391;41.4025919
Farmàcia Colomina Guitart, Clàudia;2.1451894;41.4046633
Farmàcia Gimeno Fité, Mercedes;2.1595037;41.3896688
Farmàcia Cardús Llongueras, Rosa i Inés;2.1395423;41.3941174
Farmàcia Salabert;2.1486174;41.3967979
Farmàcia Cabanas Miret, Joaquim;2.1384345;41.4025702
Farmàcia Giró Ribot, Manuel;2.1423547;41.3931763
Farmàcia Sanchis Tintoré, Rosario;2.141604;41.3950523
Farmàcia Bassas Costa, Josefina;2.1370162;41.4007069
Farmàcia Fabian Sanchis, Carlos;2.1366083;41.3979548
Farmàcia Coll Colomer, Montserrat;2.1442908;41.4011481
Farmàcia Petit Aristizabal, Regina;2.1465618;41.3862305
Farmàcia Segon Cucurull, Immaculada;2.1533025;41.3945161
Farmàcia Serralta Baquero, M. Teresa;2.1570188;41.39
Farmàcia Sala Soler;2.1535623;41.3960685
Farmàcia de Mir Tubert, M.J / Navarro de Mir, I.;2.1599169;41.3914926
Farmàcia León Berrocal, Ronald Elisvan;2.1099401;41.4086807
Farmàcia García Rocafort, Aranzazu;2.1390378;41.3932419
Farmàcia Vall Garriga, Montserrat;2.1587204;41.4008716
Farmàcia Almenta Sánchez, M. Carmen;2.1394529;41.4043537
Farmàcia Motilla Garcia, Maria José;2.1544349;41.4005664
Farmàcia Blanco Hernández, Marta;2.1397895;41.406071
Farmàcia Serrano Pérez de la B., Maria F.;2.1374965;41.3945596
Farmàcia Puso Mazarico, José Ramon;2.146441;41.4007269
Farmàcia Sussagna Sagrera Serrano;2.1398526;41.4026924
Farmàcia Sahun Xifré, Montserrat Rosario;2.1434164;41.40324
Farmàcia Fiol Belart, Jaume;2.1545106;41.3887456
Farmàcia Costa Rabasa, Ll. - Serena Costa, B i I;2.1421171;41.3895488
Farmàcia Arqué Garrofé, Roser;2.1418895;41.399711
Farmàcia Sabaté Salvia, Isabel;2.1401889;41.400802
Farmàcia Escarra Caldes, Enric;2.1479814;41.3998695
Farmàcia Piñol Espeso, M. Carmen;2.1592617;41.3980652
Farmàcia Mengual Cirac, Tomás;2.1436597;41.3915355
Farmàcia Castell Fores, M. Carme;2.1597786;41.3885308
Farmàcia Piera Ballester, Francesca;2.1475989;41.4043386
Farmàcia Roca Tugas, Domènec;2.1490091;41.3928893
Farmàcia Roé Fadurdo, M. Glòria -hereus-;2.1538501;41.3999524
Farmàcia Gómez Valenzuela, Núria;2.1425564;41.3884029
Farmàcia Berga Villanueva, Encarnació;2.140917;41.3623006
Farmàcia Campo Juan, Laura;2.1427957;41.3525436
Farmàcia Huamán Flores, Mirtha Elena;2.1411578;41.3642658
Farmàcia Lantigua Rodríguez, M. Àngels;2.1405075;41.3677469
Farmàcia Calàbria;2.1551719;41.3799039
Farmàcia Monzó Gruart, Marta;2.1430246;41.3782135
Farmàcia Cutillas Bou, Martin Augusto;2.1583453;41.3841551
Farmàcia Maria Nativitat Mugueta Jusue;2.144837;41.3750055
Farmàcia Alguacil;2.1452455;41.3821644
Farmàcia Mascaró Llopart, M. Eulàlia;2.1565159;41.3754569
Farmàcia Fullana Barceló, Beatriz;2.1525962;41.3850839
Farmàcia Foraster Roselló, Lluís;2.1486835;41.3866608
Farmàcia Gimenez Parcet, Arturo;2.1500972;41.3825554
Farmàcia Alsina Armengol, Conxita;2.146846;41.3713941
Farmàcia Martínez Gimeno, María;2.1536319;41.387236
Farmàcia Godia Tresánchez, Rosa Maria;2.1509961;41.3757609
Farmàcia Segura Boix, José Bernardo;2.1592159;41.3721123
Farmàcia Vilalta;2.1498512;41.3807115
Farmàcia Reverter Agueras, Manuel C.;2.1581876;41.3791497
Farmàcia Trilla García, Joan Josep;2.1397317;41.373262
Farmàcia Rivera;2.1572492;41.3778679
Farmàcia Maria Puig Domingo;2.1446973;41.3853356
Farmàcia Clos Gatnau, Marta;2.1553703;41.3814772
Farmàcia Delfina García Casas;2.1417655;41.3851299
Farmàcia Llambí Mateos, Francesc;2.1485973;41.3851606
Farmàcia Palau Mallol, Bafalluy Sobrino;2.1428344;41.3838321
Farmàcia Josep Ramon Larrinaga Casado;2.1380908;41.3870344
Farmàcia Farrando Martínez, José Manuel;2.1558583;41.3805458
Farmàcia;2.1513329;41.3821146
Farmàcia Baladron Acero, Maria;2.1382223;41.3763338
Farmàcia Carre Sánchez-Albornoz, M.C.;2.140733;41.3738632
Farmàcia Llobet Feliu, Mercè;2.1478438;41.381568
Farmàcia Marrugat Fontanals, Òscar;2.1596693;41.3867462
Farmàcia Bertolin Espallargas, Concepción;2.1393524;41.3754323
Farmàcia Serra Trull, Andreu;2.1397815;41.383776
Farmàcia Parc de Farmàcia municipal;2.1556337;41.3808064
Farmàcia Ciurana Ribas, Teresa;2.1592684;41.3763475
Farmàcia Fores - Palau;2.1467266;41.3735766
Farmàcia Buil Alcaraz, Alfredo Jose;2.1478008;41.3801762
Farmàcia Núria Gros Gras;2.1364809;41.383904
Farmàcia De León González, Ana Maria;2.1462534;41.3793603
Farmàcia Trull Bosch, Margarida;2.1514362;41.3802134
Farmàcia Novoa Rodríguez, Casto;2.1455469;41.3750161
Farmàcia M. Lourdes Campo Güerri;2.1388731;41.3860405
Farmàcia M. Gras;2.1549849;41.3850427
Farmàcia Vilaplana Batalla, Montserrat;2.1556071;41.3774073
Farmàcia Matabosch Vilaseca, Xavier;2.1410557;41.3817274
Farmàcia Vega Masana, M. Teresa;2.1535265;41.3826743
Farmàcia Costa Miralbell, Ernest;2.1575158;41.3879065
Farmàcia Lopez Conesa, Luis Javier;2.1411987;41.3861841
Farmàcia Neus Colomer Méndez;2.1528049;41.3774696
Farmàcia Sicilia;2.149986;41.3773958
Farmàcia García López, Joan Carles;2.1448427;41.3714474
Farmàcia Anna M. Àlvarez Candau;2.156687;41.3868467
La farmàcia del barri;2.1618686;41.434829
Farmàcia Darío Campos Quesada;2.1623126;41.43723
Farmàcia Fuertes Tena, Pascual;2.160663;41.432629
Farmàcia Cardenal López, Maria del Carme;2.1639558;41.4121386
Farmàcia Pallares Arias, Manuel Ignacio;2.1634541;41.4145694
Farmàcia Pérez Carrión, Laura;2.1625803;41.4167076
Nova Gràcia;2.1633202;41.4090575
Farmàcia de les aigües;2.163833;41.4135244
Farmàcia Busquets;2.1621579;41.410436
Farmàcia Alsina Casalduero, M. Macarena;2.1623478;41.3989495
Farmàcia Berasategui;2.1607373;41.4037185
Farmàcia Martínez Mañas, Maria Rosario;2.1644355;41.3803182
Farmàcia Gallardo Sauret, Montserrat;2.1640011;41.3839696
Farmàcia De Dou Reales, B.-Niñerola Mora, M.;2.1620893;41.3751746
Farmàcia Rodríguez Rubio, José Luís;2.1635729;41.3806385
Farmàcia Calsina Calsina, M. Teresa;2.1632815;41.3745211
Farmàcia Gloria Terradas;2.0340169;41.3493042
Farmàcia Mas Valls, M. Àngels;2.0172697;41.4080199
Farmàcia Sánchez-Castellà;2.027992;41.3565395
Farmàcia Fabián García, Maria Mercedes;2.0271952;41.3527785
Farmàcia Artiga;2.0324159;41.3566245
Farmàcia del Passeig;2.0193482;41.4101444
Farmàcia Calduch;2.0396002;41.3806769
Farmàcia Morer;2.0324671;41.3584098
Farmàcia Sanjuan Piñol, Roser;2.0338231;41.3550288
Farmàcia Collado Pallarés, Esther;2.0306911;41.3504736
Farmàcia Marianao;2.0284891;41.350371
Farmàcia Carrer Nou;2.014616;41.3873057
Farmàcia Nova Lloreda;2.2336129;41.4481117
Farmàcia Lluís Casamayor Llòria;2.2214902;41.4335406
Farmàcia Montserrat Gatell;2.2388438;41.4413487
Farmàcia M. Montserrat Bernat Barriga;2.2441107;41.4449048
Farmàcia Montserrat Coves Figueras;2.2432138;41.4481115
Farmàcia Ferré Garrich, Irene;1.6508661;41.4141128
Farmàcia Martínez Rosell, M. Pilar;1.573449;41.3870693
Farmàcia Mitjans;1.662177;41.3882898
Farmàcia María José Calm;2.0538672;41.3867339
Farmàcia M. Teresa Bassons Boncompte;2.0408091;41.3827172
Farmàcia L. Grau;1.8282308;41.7280215
Farmàcia Ros;1.8287744;41.7306421
Farmàcia Planas;1.8244633;41.7265524
Farmàcia Riu;1.8243217;41.7248719
Farmàcia M. Comas Riu;1.8233355;41.7244453
Farmàcia Vintró;1.8158876;41.7260599
Farmàcia de la Font;1.8397621;41.7302004
Farmàcia Serarols Golobardes;1.8398147;41.7192231
Farmàcia Cogul;1.8229617;41.7370901
Farmàcia Bonsfills;1.8287963;41.7347353
Farmàcia Pradell;1.8250461;41.7341656
;1.8517334;42.102603
Farmàcia Francisco Toribio Hernández;2.1765289;41.4167215
Farmashopping;2.2284975;41.4567935
Pons;2.2962203;42.0744652
Farmácia Torruella Casellas;2.7427149;41.6483759
;2.1423689;41.4238091
Farmacia Saas;-64.6977551;10.1572992
Fundafarmacia;-64.6734322;10.1700444
Farmahorro;-64.6946743;10.1483003
Farmacia Rosangel;-64.694345;10.1485404
Sana Sana;-64.6699539;10.1537273
+ Famacia;-64.6775946;10.152129
Droguería Cobeca Oriente;-64.6696516;10.1297862
Farmàcia Torellò;1.6199496;41.5811145
FarmaBien;-64.6396416;10.1576095
Farmacia OK;-64.6410345;10.1580011
Farmacia Yemaya;-64.6313316;10.1542799
Farmacia Ahorremás;-64.6883321;10.1562931
Farmex;-64.6879432;10.156462
Farmaciola;2.4645574;42.0233964
Farmàcia Guinart;2.1897019;41.437077
;2.1551354;41.4199655
Farmacia R. Moreno;2.1088093;41.362304
;2.089989;41.3173302
;2.7435202;41.6437505
Sonia Pérez Sáez;2.1902607;41.4434212
;2.2050404;41.4236042
Parafarmacia Farmanova;2.1005427;41.3709605
I. Martínez Montero;2.1748667;41.3758173
;2.1441205;41.3538182
;2.0749427;41.2886578
;1.9967916;41.3094149
;2.1685161;41.4948516
Farmàcia Feliu;2.2188468;41.7973044
Pharmacy;2.0740058;41.2899228
;2.183582;41.4457877
Farmàcia Barnolas;2.2184941;41.7977653
Vigas - Cardona;2.4890027;41.6867496
Videllet;2.1427532;41.3882109
Joan Maragall;2.0838316;41.4732838
;2.3459821;41.5052456
Farmacia Palau Roig;2.1127843;41.3502965
;-64.6930772;10.1612479
Farmacia Galicia;-64.6854942;10.1701944
Farmàcia Carrer Nou;2.6238914;41.6019092
Farmàcia Ventura;2.1509481;41.3846129
;2.206413;41.4376874
Farmacia Avicena;-64.6877685;10.1402487
Super todo II;-64.6884873;10.1371146
Farmacia milagroso freites;-64.6900725;10.1364545
Farmacia 24/7;-64.6922639;10.1355489
Multifarmacia plus;-64.6915527;10.1335107
Farmacia milagrosa;-64.6906573;10.1289875
Farma ahorro salud III;-64.6860546;10.1280476
Rubén medic;-64.6851399;10.1285334
Farmacia Sancho Uria;1.8638465;41.5450692
Farmacia sana sana;-64.6890613;10.1581442
Farmacia María Auxiliadora;-64.6909255;10.1494342
Farmabien;-64.6880196;10.1438003
Farmacia Nydadi;-64.6921992;10.1404122
Farmàcia Ferrando;2.1684143;41.3997659
Ahorrasalud;-64.683993;10.1278858
Mamre abis;-64.6864955;10.1390308
Farmaoriente;-64.6860154;10.1376525
Núria Rigau;2.2034639;41.4243957
Farmacia todo hogar;-64.6846236;10.1288619
Farmaoferta;-64.6847041;10.1291048
Farmacenter;-64.6847443;10.129361
Farmacia Chaarani;-64.6856777;10.1320621
Salud market;-64.6854712;10.1323736
Farmashop;-64.6855677;10.1325981
Farmacia Venezuela;-64.6858038;10.1336489
Farmacia k99;-64.6859446;10.1341337
Ahorra salud;-64.6862531;10.1345535
;-64.6862557;10.1357786
Farmacia freites;-64.6985094;10.143322
Farmacia la galenica;-64.7042332;10.1418408
Farma cinco;-64.681873;10.1552572
farmacia rayan;-64.6798211;10.1546367
ecofarmacia;-64.6775721;10.1506408
farmacia municipal de Barcelona;-64.6788052;10.1489372
tufarma anz;-64.6768311;10.1489266
cinco farmacia;-64.6700562;10.1489665
Farmàcia Ocata;2.3276401;41.4816439
;2.1580631;41.4167592
Farmàcia del Mercat;2.1578152;41.4981416
shark groupCalle Roca;-64.6812512;10.1391568
;-64.6811627;10.1386921
Farmàcia La Salut;2.0458504;41.3876631
ecofarmacia;-64.676835;10.1670366
farmAnzoátegui;-64.6760679;10.1672874
farmacia sana sana;-64.6755261;10.1673112
green;-64.6748851;10.1670366
farma única;-64.669296;10.1668788
farmadiez;-64.6695005;10.161862
farmacia lito;-64.6702301;10.1535111
farmacia cajigal;-64.6803754;10.1345387
farmaoferta;-64.6857144;10.1344353
farmaahorro salud;-64.6847032;10.1346887
farmacia andaluz;-64.6839736;10.1348551
farmamanía;-64.6849007;10.1307476
Plaça Nova;2.3179059;41.4821477
Farmàcia Rodriguez;2.1829864;41.4208735
Farmàcia Masramon;2.2842879;41.8712581
farmafabi;-64.690432;10.138029
farmaoriente;-64.684174;10.1272594
Farmàcia Guitó;1.836074;41.7809143
Farmalina;-64.6660926;10.1651886
Ahorre más;-64.6712443;10.153497
;-64.7076705;10.1402315
;-64.7077872;10.13945
;-64.707519;10.1381193
Sana Sana;-64.708109;10.1368625
Farmaciola d'Alpens;2.1018945;42.1187545
Chaarani;-64.6401936;10.1579318
Farmàcia González-Meneses;2.1626764;41.3889645
Farmàcia Palà I Vilarrassa;2.0054541;41.5639885
Farmàcia Gol;1.7102972;41.2227275
Farmàcia Mateu;1.716027;41.2210959
Farmàcia Jorba;1.712113;41.2185221
Farmàcia Gordillo Ábalos;1.7191987;41.2223498
Farmàcia de l' AIGUA ( Lluis Espuis Morera );1.7154872;41.2230069
Farmàcia La Platja;1.7248777;41.2159869
Farmàcia Pérez Bravo;1.7250895;41.2193775
Farmàcia Mireia López;1.72298;41.2200625
Farmàcia de l'Estació;1.7286649;41.2199666
Farmàcia Genís de Arana;1.7288547;41.2171471
Farmàcia Principal 124;1.7262134;41.221168
Farmàcia Isabel Prendes;1.7174345;41.2243415
Farmàcia Perales;1.720688;41.2201542
Farmàcia Ferrer Rivero;1.7256367;41.2300444
;2.5398112;41.604639
Farmàcia Benavent;1.7234714;41.2235308
Farmàcia Soler Miret, Maria Victòria;1.7243552;41.2260881
Farmàcia Guasch;1.7258855;41.224991
